Q9FHH5	GDU3
Q41048	PSBQ1
Q40073	RCAA
Q9SD02	At3g51470
Q9FJR0	UPF1
A8PTV6	VRG4
Q9FKG1	ERF104
Q9ZVE0	At2g26970
Q9M2K0	XI-J
Q69JN6	BRL1
O80437	GPAT6
Q10MN5	KIN14F
C0SV51	CBP60C
Q0WVV6	CBP60D
O82312	PAPS2
C0SVV6	CBP60A
P40781	CYPRO4
P18484	Ap2a2
Q08C72	cwc22
Q9LDX1	SGS3
Q9BWU0	SLC4A1AP
O80840	PMM
P93194	INRPK1
Q9LDI3	CIPK24
P93527	PHYB
Q9ZS62	PHYB1
P34094	PHYB
P31209	pab1
P29447	trxC
P0CH07	uep1
Q9SMZ2	PCMP-H53
O64517	AMC4
Q9FY46	1
Q9FY46	SULTR4
A0A0P0XCU3	SSIIIA
O94707	rxt3
A0A2K3DZC4	BSD2
Q84WB7	GINT1
Q0DHL4	FTSH8
Q5UAL3	RpS29
Q9XHM1	TIF3C1
P92963	RABB1C
Q55AI5	scsC
Q6K739	BASS3
Q8RXE8	BASS3
Q24JK4	XRCC1
Q91YS8	Camk1
F1MK05	RNF170
Q4PMB3	RpS4
Q8L8W0	ALIS5
P03697	exo
O48767	AUG2
Q9LVW6	THA8
Q42593	APXT
O09174	Amacr
Q9FDX9	GG1
P49691	RPL4D
Q9P784	rpl401
Q69VD9	Os06g0597200
O82352	RTNLB5
B1AC89	GIP4
B1AC88	GIP3
Q66KI6	pum1
Q58FY4	PUB63
Q8S8S3	DVL11
P11491	PHO8
Q40070	PSBR
Q9ET30	Tm9sf3
Q9LQ36	At1g33840
O64700	UREG
A1Z713	Vps13
Q07878	VPS13
Q9U641	cmfB
B5XB24	emc4
Q9SVY1	WIP2
Q6NQH4	TAF13
O13932	bet1
P34498	mog-1
D4A2Z8	Dhx36
O15066	KIF3B
F4HVZ5	CSU2
Q9Y7K2	tor2
O82653	ERG
Q9ZT82	CALS12
Q9C7D7	At3g12180
Q3Z879	hisC
B5YG52	rpsL
P51419	RPL27C
Q8H383	Os07g0233300
Q75IR6	Os05g0163100
Q9FEW9	OPR3
P41752	TEF
Q9SI61	ASE1
Q9STG9	ASE2
Q3SZV6	TIMM21
Q84JU4	IBR5
A2VDN6	SF3A1
Q9U5Z8	DOXA2
P53575	etfB
Q56Z59	PATL3
P53016	rfc-4
A9L999	ndhJ
Q6ATY4	Os05g0401100
Q8GY96	PGM
Q0JG75	PSB28
F4IBB2	At1g58280
P49692	RPL7AA
P0CP98	FPR4
Q28955	NTAN1
Q9SJA4	CNGC14
Q8L7Z0	CNGC17
Q949R9	MPC1
Q9C5E5	DGK5
Q9SW63	RAP2-10
Q9LJQ5	RTNLB9
Q6NRV4	rdh10-b
P71317	sthA
Q9SW09	RPS10A
Q9LXF4	At5g15280
O22056	SIGB
Q9NQT4	EXOSC5
Q9LZA6	SDP1
Q9M1I6	SDP1L
P27572	ND4
O49343	At2g30780
Q8H1E4	RAP2-4
F4JVA6	SFH6
A2ZAT0	LTP2-A
A2ZAT0	LTP2-B
Q84WG1	NHX3
Q56XP4	NHX2
Q68KI4	NHX1
Q9ZUK6	LTP7
Q9SKI2	VPS2.1
Q8C8N2	Scai
O81078	GLR2.9
A8JAM0	DRC7
Q5Z627	Os06g0571400
Q1PE15	At4g36820
Q9MAG3	ABCG24
Q42484	RPS2
Q9FH37	ILR3
F4ISL7	TIC236
W0RYD3	SSG4
Q9LTJ8	MBD13
Q8L829	ARI5
Q2QWK9	Os12g0192500
Q5M731	TH1
O48881	BTH1
Q9A9T4	clpB
Q72IK9	clpB
Q7CEG6	clpB
Q6N1H2	clpB
O22959	PER19
Q7V8L1	argD
P62262	YWHAE
O65398	GLX1
Q948T6	GLYI-11
Q8RXF8	MIRO1
Q9FZH0	RPL35AB
Q8N1B4	VPS52
Q04212	ARA2
Q6IEK5	WRKY76
P78820	cut6
P49951	CLTC
B0NAQ4	baiN
Q9T0G7	SUVH9
Q7SXV1	tbc1d23
Q0VA16	wdr70
Q5EB92	Wdr70
P52589	PDI
Q9LVY1	TAT
Q562D5	glyr1
Q9FHG4	LECRKS7
Q8GZD4	NAT3
Q94C70	NAT2
P53683	CPK19
Q8S0G4	Os01g0939600
Q0WQJ7	KIN5B
B9F7C8	KIN5B
Q69F95	CYP85A
Q9ESR9	Abca2
P21158	csgA
Q9BRB3	PIGQ
Q2R483	Os11g0484000
Q40863	EMB8
E0CTF3	VIT_12s0028g03470
Q8RXU4	THA1
P08879	awd
Q38861	XPB1
P92527	CCMC
Q38899	ORC2
Q10QS7	ORC2
A8CVX7	ttll6
Q0DJ99	Os05g0311000
P23247	asd2
Q5ZCL8	Os01g0132800
Q9SXC8	At1g27530
Q8GUH2	At1g01500
Q9SD20	At3g51280
Q38954	PHT2-1
Q03730	YML018C
Q1XDF9	ftsH
Q8C080	Snx16
Q9Y5W8	SNX13
Q9FUM9	HMT-2
Q8LAX0	HMT3
Q9M1W4	HMT-2
Q9LW63	PCMP-H32
Q9LSL1	BHLH93
D8Q9M3	SCHCODRAFT_57589
Q67XW5	UBP18
Q9FPS9	UBP15
Q9SJA1	UBP19
A2RVP7	TIM22-1
Q9C2U0	FBA1
Q70EL1	USP54
O80683	CAMBP25
Q9SA91	PSI2
O70199	Ugdh
Q06078	UTP21
Q5RF24	WDR13
O64587	ACD11
O94715	rps1501
P27518	CAB-151
Q9S829	ndhO
Q8QZZ7	Tprkb
Q5PQR8	Tprkb
Q9FG23	At5g06830
P52296	Kpnb1
Q8L940	PDX13
Q6ZQF0	Topbp1
Q9SZ42	FAD4
Q8L794	XK1
Q0DM51	Os03g0827700
Q756B7	GUA1
Q06548	PBL9
Q9M2T1	AP3BA
Q54GN2	dtymk
Q9UTI2	grx2
P52424	PUR5
Q05728	PUR5
P0DPD7	EEF1AKMT4
G0S488	NMD3
Q93VD3	CIPK23
Q9LM55	At1g22040
Q8GWJ6	MUB6
Q6Z8K4	MUB3
P57741	PFD3
O82632	GATA9
F4KAF2	MORC4
Q9D0P8	Ift27
O23657	RABC1
Q9LPZ4	PYM
Q4PF70	UMAG_01243
Q06543	GPN3
Q6ZM63	gpn3
Q4V7Z0	gpn3
Q54NK8	gpn3
Q43434	CVA16-2
Q43434	CVA16-4
Q8H1Q5	ATG18H
E2RBS6	SETD3
B7ZUF3	setd3
Q7SXS7	setd3
Q9LPD9	MCM2
O04887	PECS-2.1
Q940H6	SRK2E
O65717	CNGC1
Q9SL48	SLY1
Q6BNC2	RPL24
Q9UHR5	SAP30BP
Q9SV41	B'EPSILON
Q96PP9	GBP4
Q5XW77	cnbA
Q6DDZ9	meak7
Q6P9B6	MEAK7
Q9LRM4	MIP1B
P54168	ypgQ
Q54Y83	spcs1
Q8N183	NDUFAF2
Q9LW84	At3g16010
Q3E9A4	At5g20260
Q3EAR7	At3g42180
Q9ZW74	PUX11
P47198	Rpl22
Q5F3N0	SLC37A3
P29687	RAB5
Q8H252	Rb1
B9SVG9	RBR
B9GLX8	RBL901
B7IRB0	asnA
Q5DU56	Nlrc3
Q54NX0	fsjC
P17742	Ppia
Q38867	CYP19-3
Q9YH26	atp1a1
Q657X6	EX2
Q38873	CPK7
Q96558	UGD1
Q6GN58	yif1b-a
Q6P301	yif1b
Q4FZQ0	yif1b-b
Q9WYS7	purE
Q07970	KIN14C
F4JGP4	KIN14D
M4ISH1	CCL6
P41827	HSP70B2
P22314	UBA1
Q54QV3	yakA
Q9LMT1	At1g18030
Q0J2R1	Os09g0314400
Q6UNT2	RPL5
P27524	CAP10A
Q8S8Q6	TET8
Q9SUD4	TET7
Q9ZV56	CCT1
F4JJE0	CCT2
Q9SLV0	DTX48
Q22516	chd-3
P51799	Clcn7
Q84MH1	AL1
Q86HX0	pdhB
Q2QNM3	Os12g0560500
Q9FLI7	NEET
Q9FWW5	At1g12150
D7STK2	GATC
A3BF39	HMA2
Q9SZW4	HMA2
F4ICF4	RBL10
Q9SSA5	CYP38
Q8L7M0	TUN
Q9M5A9	GPT1
Q5U4S8	ugcg-b
Q12899	TRIM26
Q5BEJ5	afoF
Q8WVT3	TRAPPC12
Q8CF82	Abca5
Q6NLH0	NRPB9A
Q8L7W0	SH3P3
Q5HZ97	supt4h1
Q802R9	smc5
Q9FN19	HOS15
Q8LD26	At1g56220
Q58DF3	TRABD
Q8L9A9	XTH8
Q9M4W3	ISPF
P21238	CPN60A1
A7Z056	USP20
Q9Y115	CG4928
Q84VZ1	FHY1
Q7VA04	fusA
O04173	TAF10
A5FYD8	hslV
Q9LQU5	NUDT18
Q9LE73	NUDT4
Q9SVQ1	YUC2
Q9FX99	At1g49730
Q9C566	CYP40
Q9D554	Sf3a3
P51568	AFC3
Q9SDM1	LHC Ib-21
Q8RW90	FAH
Q6H7M1	FAH
Q0DK16	NIP1-3
Q9ASQ2	MAMYB
Q54TV2	abcG5
Q9FI43	APC2
O80438	MAK3
C0QX75	rlmE
Q9ZVZ9	PSB27-2
P14242	PMS1
Q9SL42	PIN1
Q9LS90	LFR
Q9LT75	PTEN2A
Q5S2C4	NAP1
Q9FJT8	HAG2
Q66JA8	epc2
Q52LR7	EPC2
Q8C0I4	Epc2
Q4I5V3	EPL1
Q6DJR9	epc2
Q0PCS3	CHR25
Q0WNN7	At2g30100
Q9ZQA1	PCMP-E44
Q8BIZ6	Snip1
Q9M047	WLIM2B
Q9SGA0	ACR6
Q9ZPQ8	ACR5
Q654D9	CSTLP1
Q9M394	FLN1
Q9FM80	MTERF9
Q39250	ADF1
F4JLP5	LPD2
Q6I587	CPK15
Q657B3	Os01g0572100
O22176	WRKY15
C0LGG3	At1g51820
Q9XIM0	MEE14
Q6DI35	tfip11
Q1RGP3	sdhB
Q9FRL3	At1g75220
Q0J0H4	Os09g0509200
Q9HUX6	cntI
Q9MA50	PDE247
Q9FR44	NMT1
Q944H0	NMT2
Q8CFW7	Cc2d2a
Q9SRL3	TBL32
F4IH21	TBL33
O23169	PCMP-H5
Q9X1C0	TM_1400
Q8LAM0	UBP4
D4P3R7	CFAP74
F4IPE3	SGR5
Q9LK90	ALA8
Q9SAF5	ALA11
Q94JV4	At1g54290
F4JRJ6	At4g18465
A2WV32	CESA4
P72667	rsmE
P0AGL9	rsmE
Q9ZDZ5	rsmE
O66552	rsmE
Q6EWX1	ORC4
P58375	RpL30
P05333	psbE
Q3AAD7	rsmH
Q5R8X3	TMEM230
Q42884	CS1
Q0WNP3	PCMP-A2
O24581	BIPE3
Q944H2	ABCI12
Q9UFH2	DNAH17
Q9BQ87	TBL1Y
Q9SSV4	INPS1
P34119	psmA4
O96006	ZBED1
Q8K370	Acad10
P41127	RPL13B
Q9LU68	CIA2
Q54DK4	ak1
Q9LIH6	UNG
O82238	At2g47690
Q5JLP4	CKX4
C0LT23	CERK
Q8H0M1	QOR
Q0JCC3	SWI3A
Q8W475	SWI3A
Q56W08	PLC3
Q39033	PLC2
Q9C554	EXPA1
Q9UL25	RAB21
O81852	AKHSDH2
O82245	TSPO
Q06327	LOX1
Q8LPN7	At3g19950
Q9XI23	BOR4
Q9SUU1	BOR7
Q54N47	bcaA
Q10P67	DAPB2
Q8VCF1	Cant1
O24301	SUS2
O81905	SD18
Q9SE83	DRP2A
Q9LQ55	DRP2B
Q9C6T1	PMK
Q2QXR8	Os12g0145700
P10111	Ppia
Q9LVD4	ORP4C
O64864	LTPG13
Q9ZQP1	PTPMT1
Q9XGY4	TIM8
E1C231	LTN1
P04644	Rps17
Q8TB22	SPATA20
P47924	RIBA1
O80822	PER25
P74615	sll1483
Q5Z6X0	CIPK25
Q9XI37	PV42A
Q6SKR2	N6amt1
A8NR45	ACU-7
Q8BX57	Pxk
Q0ILJ3	SUT2
A2ZN77	SUT2
P94427	gabT
O75691	UTP20
Q9SYH1	RSH3
Q9M5P5	RSH3
Q67UU0	RSH3
Q6YK44	SUT4
O80605	SUC3
Q49L00	rps14
O22644	RPL23A
F4HTT6	CYP26-2
P59765	treA
B4TXW7	treA
Q9LU33	GLTP3
Q6NLQ6	CPK32
Q9UTJ7	sdh1
B4NKI9	Art4
Q949T8	ASHR3
P18445	Rpl27a
Q9SIZ4	At2g40270
C0LGU7	MDIS1
C0LGQ4	MDIS2
Q9LJL3	PREP1
P52431	Pold1
Q6P8Y1	Capsl
Q9LR78	BSU1
P19919	coxL
Q94F08	HIPL2
Q9SHI2	At1g17230
Q5R465	RPS3
Q9C5H9	GCP2
B3H615	ING2
Q9LXG1	RPS9B
Q4P0G6	CWC21
O23193	CBSX1
Q6AVI8	CPK9
O80582	At2g44130
Q9M1Y1	SKIP20
Q498T3	Ing3
Q7TNJ7	Camk1g
Q6H6D2	HEMC
Q9I6J2	spuC
Q96250	ATPC
Q9FL44	MPH1
Q8S9J1	PPOX2
O24164	PPXII
Q94IG7	POX2
Q8IZM9	SLC38A6
A2TIL1	GSR
Q55AH5	vatF
Q66GS2	B3GALT12
Q0J4P2	HSP81-1
Q55EI3	vps13E
Q8W4D8	DDL
Q96323	LDOX
Q40296	FCPB
Q10I20	XAT3
Q86GV3	gcy-28
P93836	HPD
Q9SS48	SDP6
Q5JN42	PSD2
O82039	SPY
Q42342	CYTB5-E
P55195	PURKE
O04251	At4g02110
Q75HJ0	PL10A
Q9M2F9	RH52
Q84W89	RH37
O42630	pep2
Q9SJM6	SAP4
Q9LHP2	SCL30A
Q10716	CCP1
Q1PDX5	SBT3.11
Q39211	NRPB3
Q9LM02	SMT1
Q54P51	cpnC
Q9M8S7	ARS1
Q650U0	BASS5
Q26613	EMAP
Q552S0	nhe1
Q4VY51	SYM8
F4J9A8	RLP45
O00940	PGK
Q7Y040	EJ2
Q9LSS3	SEN2
C0LGX3	HSL2
Q5JJY5	SWEET2A
Q94502	modA
Q91VR2	Atp5f1c
B9G300	ABCG52
P17784	FBA1
Q9LMN4	LSM3A
Q39565	ODA4
Q8L4R0	TGD1
Q6P823	TGas113e22.1
A7GWZ7	nusB
Q75IS2	CRSH3
Q84R11	CRSH
Q24186	RpS5a
A1DAY1	tma22
Q0APY2	nuoI
A5UQV0	upp
Q6L5D4	MPK9
Q0E459	MPK13
P27525	CAP10B
Q9SMZ3	FBX13
Q92354	rpl2401
Q895J5	truB
F4I6G4	JMJ18
Q8GUI6	JMJ14
A2Y3Q5	HEMH
Q941D6	HDA14
Q9VWB9	THADA
Q75KU4	CBL4
Q9P7S7	nop58
Q56Y42	PLR1
P56287	tif225
Q8LBW3	LBD12
Q5N6V0	Os01g0905400
O23461	ARA1
Q9LYR5	FKBP19
Q9FHW7	SKP1B
Q4PSE8	At5g24940
D2K762	SS3
A0A1P7Y0D4	SS11
Q94BV2	SGF11
P74367	psb27
Q8VZC9	VPS25
P50156	TIP1-1
Q4V3C1	MED8
A2VDC2	hibch
Q5F259	Ankrd13b
Q9SD80	TOM5
P38205	NCL1
Q6GQV7	Edrf1
Q8RY82	At2g32560
Q38865	EXPA6
O48818	EXPA4
Q9LY32	AHA7
P13651	eif5a
Q5AHI7	NOP12
P42696	RBM34
Q8BW96	Camk1d
Q8N5S9	CAMKK1
P13667	PDIA4
P08003	Pdia4
Q5QLS7	MRL7
A2YQT7	GAPC
Q9C9G6	AE7
O62252	F45G2.10
Q9FH94	ERF010
Q0DST9	Os03g0288500
Q5M721	At3g52260
Q39212	NRPD3B
O53732	ufaA1
Q9M3B3	WSD4
Q8LFP1	PRA1H
Q05964	FHT
Q9SU56	GLDH
Q2L068	mdh
Q9Y3E5	PTRH2
Q8BRH4	Kmt2c
Q6PDK2	Kmt2d
Q9SL49	ALKBH9B
Q5R6G8	IST1
Q9Y485	DMXL1
Q8TDJ6	DMXL2
Q9SCQ6	GAF1
Q95V32	RpS6
Q9MTQ6	rccR
Q338P6	RCCR1
Q6PC14	rpl23
Q5ZM41	TEX10
P56821	TIF3B1
Q9C5Z1	TIF3B1
P30404	PPIF
Q9SN86	At3g47520
B8LIX8	IFT25
P29314	Rps9
O82290	SKL2
A2ZAX5	SCR1
A4FV84	MRTO4
Q9D0I8	Mrto4
Q8TBP0	TBC1D16
Q9M0Z3	KEA3
Q8LPI7	CKL4
Q9ZDK2	topA
P05122	CKB
Q5XLD3	CKM
O49741	GATA2
Q9ARI6	ZMET5
Q9SJA2	CSLC8
Q9ZUG9	LRL1
Q8GX46	BHLH91
Q84TK1	BHLH10
P0C8Z1	gapA
P0DKG8	RSH1
Q9SKB2	SOBIR1
Q5NBM8	CSA
P0C522	ATPA
Q16W06	AAEL009382
A4SPI6	gloB
Q8L733	At4g12130
P93438	SAM2
Q96552	SAMS2
Q9AT55	SAMS2
P49613	SAMS2
Q4H1G3	SAMS2
F4I460	XI-B
Q7XZQ7	FHT
Q2RQW5	rplV
O13737	mpo1
Q39061	CP33
Q54C45	fxn
Q5XGU5	dnajb6-b
Q553V2	mcee
P23796	RIT1
B8YEK4	OGR1
P0C031	RUB2
Q38937	ARAC5
O23708	PAB1
Q39247	PP2AB2
A2X2K3	OsI_006296
O93937	pyrABCN
Q8LPS6	At1g02150
Q3ZCC4	TIPIN
P0CS08	TRM61
Q9FG65	CYP81D1
Q8H6H0	PHT1-6
Q9UKG9	CROT
Q9ZQC5	ICR2
O36966	ORF1
Q26481	RPL5
Q94IB1	RS2
Q5EAR5	trpt1
Q551A3	DDB_G0276689
Q56XQ6	NPF4.4
Q7XLY8	Os04g0590900
Q9LVH4	CAR4
D3ZTQ1	Sfswap
Q10580	swp-1
F4I8W1	DUF2
Q5R7C5	ERLIN2
Q8NEM8	AGBL3
Q6AY41	Tmem30a
F4IUY8	SAC3A
Q9FJ82	DAPB3
Q55C17	gpsn2
Q9LSS7	NEDP1
Q10S27	VDAC6
Q6L5I5	VDAC2
Q9FVZ7	MSBP1
Q9M2Z4	MSBP2
Q9SD82	RPA1B
Q6WKZ4	RAB11FIP1
P42792	At2g07727
P42792	MT-CYB
Q9WU19	Hao1
Q9FE06	EXL2
A5B4D2	VITISV_013255
B9GHA6	POPTRDRAFT_815670
Q90694	CDC42
P0DI13	SAE1B-2
Q8VY78	SAE1A
Q94KE1	At1g77260
Q38850	MYB5
Q8RX79	APG3
Q9HSF6	rnhA
Q8MSU4	Sym
Q704V3	LOL5
Q5M750	VQ4
Q7SYR0	chmp2b-a
Q9M8T0	At3g02880
P93008	RH21
Q0V8L6	PLD2
Q93Z27	CML46
Q5QIT3	B''BETA
Q9T0K2	CYP71A20
P13860	CBH1
Q9M1B5	RBL13
Q109R6	CUTA1
Q9ZUS1	At2g37460
O80638	At2g39510
Q0WUQ1	BAG1
Q9LYP4	BAG3
P32456	GBP2
Q03177	YMR102C
F4I3P9	MURE
Q9LVC9	RPP3B
Q15YU1	cysG
Q3JCS0	cysG
Q9ZUU2	At2g37240
Q84UQ1	Os08g0159900
Q22235	enpl-1
Q2NKQ1	SGSM1
Q80U12	Sgsm2
Q9FNN6	SRM1
Q8ZD80	nadB
Q51363	nadB
B1AWJ5	Tmem8b
Q08AW4	plekhm3
Q8BM47	Plekhm3
Q6ZWT7	MBOAT2
A0A1V0QSE4	eriD
Q94F88	CMT3
Q8VY76	BZIP19
C0SVM5	BBX19
Q9SJU5	BBX18
Q4GXU6	RpS4
Q9SN74	BHLH47
Q10KL8	IRO3
Q15836	VAMP3
B5XD90	lyrm4b
Q9ASS4	At5g48380
Q9C652	RBP1
Q7S045	nhp-1
A1AM21	rplI
A0LN56	rplI
O64885	At2g44510
O13821	sst4
Q5R5R4	RUFY2
P82715	PPD5
Q6NX27	mindy3
Q0IIH8	MINDY3
Q3UQI9	Mindy4
Q9N121	GCSH
Q9FMT4	At5g14170
Q9SYK4	IP5P13
O80560	IP5P12
Q9SKB7	IP5P14
P53569	Cebpz
Q39056	CNX3
Q54RB9	mcfO
O42615	ILV1
Q8H100	AGD8
Q830V1	mgtE
Q8I8U2	ap1g1
Q4P4G8	UMAG_04995
Q55ED4	DDB_G0269284
O65282	CPN20
R4HZ96	D27
Q95YJ5	CiIC3
Q06GT4	ycf2-A
Q06GT4	ycf2-B
Q06434	gltB
O04369	RAC1
Q01IU9	CSTLP4
O04974	IPMSB
Q9LDE3	At1g23390
Q8LBZ4	OTU4
P35084	polr2a
Q9FJL3	FKBP65
F4IZC5	CAN1
Q6Z836	Os02g0134400
Q9C5N2	TMN9
Q9SKC9	At2g02050
Q06AU5	RAB32
Q5M8J0	babam1
Q6NLY8	HVA22K
Q94C25	At5g20050
O81117	CYP94A1
P42804	HEMA1
Q0WPH8	NEK5
Q9SZC9	PAA1
B1XKV1	efp
Q9LT84	At3g19330
Q8L500	APRR9
Q689G6	PRR95
Q41706	A3
Q96324	GSTF11
Q7Y1W9	SAP9
Q9LH50	RABA4D
F4J4C8	EVN
P33723	ypt-1
A8LLG2	tuf1
A8LLG2	tuf2
P34284	fbxl-1
Q5VZM2	RRAGB
A2SZW8	PER1
P0C5D0	OsI_026085
P0CX85	RPL35B
Q8RUS5	ATG9
Q7Z9I2	SPCC663.09c
Q7Z9I4	SPCC663.06c
Q5UPD5	MIMI_L59
O65101	PSAH
Q94A97	UBC35
P52490	UBC13
Q9LZL3	PCS1
P54889	alh-13
Q2V3R1	At3g44326
Q2TA63	Tmem147
P06393	rpl33
Q09MF7	rpl33
A9L9B8	rps18
P47104	RAV1
Q5XVJ4	FAN1
Q5SNL7	Os06g0171800
Q8NDF8	TENT4B
O59709	git7
Q8L7Y9	NPC1
Q9LDX3	UTR4
Q9C8G5	ERD4
Q9M2L4	ACA11
Q2QY12	ACA9
Q65X71	ACA6
Q9S763	WRKY45
Q54YZ4	etfb
Q2TBV3	ETFB
F4I7I0	ALAAT1
Q8VYE5	At4g29360
Q43792	ACO
Q9SAD9	At1g13040
Q38907	XTH25
Q2QQS5	CYCT1-1
Q8GYM6	CYCT1-4
Q2RAC5	CYCT1-3
Q9ZR03	petC
Q9FZ47	ACR11
Q84JZ6	MORF3
Q7T322	naa35
Q5ZHV2	NAA35
Q6PHQ8	Naa35
Q9SJN0	ABI5
Q67XG0	GLB3
Q93VI8	TULP7
Q06512	NOC4
Q54LV8	rpl34
P81392	MYB306
Q5ZI89	TRAPPC11
B9FDE0	BSK3
Q32KM6	MORN3
Q42381	HLS1
Q4N4N8	TP02_0602
O01666	ATPsyngamma
Q8RYK0	CML31
Q2QYW1	CML25
Q2QYW1	CML26
O22823	LSM6B
Q6Z0E2	CCC1
Q0DJV6	CML18
Q6L4H4	Os05g0549800
Q80ZX8	Spag1
Q7XJR2	ANTR3
Q8GX78	4
Q8GX78	PHT4
Q53WP9	2
Q53WP9	PHT4
O82314	At2g25830
O48556	IPP
A7SG73	qprt
Q8GYM2	At5g18950
Q9SIH5	At2g36090
F4I2N7	RLK7
P14279	CAB5
P17745	TUFA
Q92954	PRG4
Q3E9B4	OFP8
Q98TR7	rps16
Q9LX85	ZAT8
Q9ZVR5	PP2B2
Q8GUH1	PUB33
Q3E6P4	At2g02240
Q9C5W0	DGAT3
Q9FKX5	ATL27
Q944J0	At2g22425
Q8RXN6	PRP31
Q5DHJ5	SJCHGC08984
P42762	CLPD
Q7XL03	CLPD2
A0A1P8BH59	PICBP
Q1G3I2	MIP1A
Q9SN26	PHYL1.1
Q84WF5	PHYL1.2
Q93VB5	HSFA4D
Q9FH90	IRX14H
Q10NT7	HRD3
Q9LM25	HRD3A
Q8L638	ALG10
Q93YT3	RLP50
Q9CAF6	GYRA
Q54NW6	oplah
P49104	RAB2B
O64647	TCP9
K7U9N8	O1
Q9PV94	SNRPB
Q4WVD9	AFUA_5G11750
F4IIS5	KIN5A
Q8VYE4	NPF4.5
O22317	BANGLUC
Q2I6J0	inppl1b
P0CJ66	At1g27050
P0C0V3	ccp1
P48000	KNAT3
Q54XX9	DDB_G0278529
Q9C5H4	MTV1
Q0WV90	TPR1
P0CP78	CPR2
A6MMI7	rps12-A
A6MMI7	rps12-B
Q9LXW3	RDL3
P23516	hoxN
A2XFI3	PDC2
P92990	PGL3
O80760	PGL2
P69526	Tmprss9
Q38936	FKBP15-2
Q9M9S6	UTR3
Q54X16	DDB_G0279265
Q9C8C1	LCV2
P35565	Canx
Q5PNS9	PP2C64
Q9SN43	CIPK12
Q9SCX8	PAP17
Q6NUV0	rab3gap1
Q9SXB0	SYP125
Q9SRV7	SYP131
O33799	hpt
P08298	EU4
Q9SNQ6	HD3B
Q657D6	ELF3-2
Q94A05	HPGT2
Q40143	CYP-3
F4J9A3	At3g53210
Q3B8G0	czib
F4HWY6	XI-E
O81816	MO2
Q9AST3	SBH2
Q8VYI1	SBH1
Q8F641	hppA
Q94EC4	MST8
P0DPE1	EEF1AKMT4
Q6AUG0	U2AF35B
Q6YJI5	TRMT11
F4KF14	FTSHI4
Q8T1E3	amd1
Q7TMR0	Prcp
P51106	ANT18
Q8BH65	Dennd6a
Q54VA9	DDB_G0280481
Q5F3L4	DENND6A
Q8NEG7	DENND6B
Q9SSG5	BOR5
Q9M0Y8	NSF
Q5HZ09	BRXL3
Q9LZ31	CYP77A4
A2ZP58	ARP5
Q680H3	PCMP-H75
O22642	CYTC
Q8GXI9	PV42B
Q9SZN7	HIPP26
Q8LPL5	FZR3
Q8VZS9	FZR1
Q84NJ4	Os08g0427700
F4JGB7	At4g04260
O82380	PCMP-H33
P46301	RPS25
Q9Y7K5	SPBC2A9.03
Q9SV15	WRKY11
A0KHR8	maeA
Q5PPY1	mcts1-a
Q6NLB1	At2g26850
Q7XEY9	SPX3
Q0D6F4	TPP10
Q9FWQ2	TPP2
Q9SUW0	TPPG
Q9C5C8	MSRB2
Q9STY6	RPS20B
A1A6K6	NSRA
Q6JB11	MEG5
Q6Z4G8	BC1L6
Q06GY7	psaI
Q6IQ97	rbm4.1
Q10PW9	MST4
Q94AZ2	STP13
Q940Z5	PMAT1
Q6NU91	noc4l-b
Q6DHC3	slc25a40
P12457	TUBB
Q6P1A2	LPCAT3
Q38870	CPK2
Q7XIM0	CPK17
Q852N6	CPK11
Q9SZT4	GFS10
Q5VR89	SIP1-1
Q24133	DnaJ-1
Q9SXC4	IRX9H
Q6AVK1	Os03g0690000
Q39097	ERF1-1
Q9AV50	DRB6
Q84K34	At5g37930
Q9WTR7	Sec11c
Q94CL6	NAR1
O59737	gyp1
P98158	Lrp2
Q06509	COMT
P0CS94	NOG2
Q8BX37	Acp7
Q9SLK0	ICDH
Q24537	Dsp1
O03992	TCTP
P28288	ABCD3
Q5JGN1	tfb1
Q7SXP8	gmppab
C3VEQ4	CCD1
Q84KG5	CCD
Q39230	At5g27470
Q6Z256	ARP2
Q9LSD6	ARP2
Q9LSE7	At3g25290
Q6ZLC4	Os07g0179400
Q9FIK0	PFK2
Q6AWU6	HOL3
Q4WVS2	bcp1
Q7X9I4	AERO2
Q6H5J0	Os09g0277800
Q9SLA8	MOD1
Q6Z0I4	Os08g0327400
Q0J9V3	KIN14H
Q8WVQ1	CANT1
O48686	SNL3
Q7SY23	aldh4a1
Q3IPU8	pyrB
Q24JK1	MYB96
Q9LDT3	YAB4
Q9MAM3	KCS1
P34881	DMT1
O13666	erg32
Q9LDY2	DIN4
Q70LM8	lgrE
Q92890	UFD1
Q3UDK1	Trafd1
P30907	ALDH3A1
Q8GXV5	UGLYAH
Q7F1K9	UGLYAH
P41569	RpL8
Q9ZPH9	At4g00750
O80844	At2g45750
Q3ED78	At1g21570
Q8GZ84	PUB36
Q71N54	LCAT4
Q9VQX4	Naprt
O64688	E1-BETA-2
Q8NFD2	ANKK1
E0ZS45	URED
P13019	BLMH
Q9LMJ4	EXO70B2
P19311	RBCS5
Q8VYR9	KEA5
Q9SZP1	MYB4
Q9SXB6	MLO2
Q66I67	ift20
P11915	Scp2
P31155	SMS-1
P93732	PIP
P45871	ywkD
Q0WUU6	PLT4
Q3EA54	At4g11655
F4KIA8	At5g10800
Q9URU2	dna2
Q9CAE3	FLD
